UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
1611,1995,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Republican,0,No,Yes,No,No,No,Yes,Private,No,Yes,Yes,No,No,No,Yes,Art,Try first,No,No,No,Yes,Receiving,No,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,No,No,No,Yes,Yes,TMI,No,No,Tunes,Technology,Yes,Yes,Yes,Yes,No,Supportive,Yes,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,No,No,Yes,No,No,No,No,No,No,No,No,No,Own,Pessimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,101
1612,1980,Male,"$25,001 - $50,000",Married (w/kids),,Democrat,1,,,No,,Yes,No,Public,No,Yes,No,No,Yes,No,Yes,Science,Try first,No,No,Yes,No,Giving,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yay people!,Yes,,,Yes,No,Yes,Yes,No,No,No,No,No,Rent,,,,,,,,,,No,,,,,,,No,37
1613,1995,Male,,,,Independent,1,,,No,No,Yes,No,Public,No,No,No,Yes,No,No,Yes,Art,Try first,No,Yes,No,No,Giving,No,Yes,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,No,No,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,No,Yes,No,TMI,No,No,Tunes,People,Yes,Yes,Yes,Yes,No,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Socialize,Yes,In-person,Yes,No,Yes,Yes,Yay people!,No,,,No,No,No,No,No,No,No,No,No,Rent,,,,No,No,Yes,Nope,No,No,,,Yes,No,Yes,Yes,Yes,No,92
1615,1980,Male,"$75,000 - $100,000",Married (w/kids),Master's Degree,Independent,1,Yes,Yes,No,Yes,No,No,Public,No,No,No,Yes,No,Yes,Yes,Science,Try first,No,Yes,No,No,Giving,Yes,No,Pragmatist,Yes,No,,,Yes,Happy,No,Yes,No,No,P.M.,No,Start,Yes,Yes,Me,Yes,No,Yes,No,No,Mysterious,No,Yes,,,,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Own,Optimist,Mom,Yes,Yes,No,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,96
1616,1995,Female,,Single (no kids),Current K-12,Democrat,1,No,Yes,No,No,No,Yes,Public,No,Yes,Yes,Yes,No,Yes,Yes,Science,Study first,No,No,Yes,No,Receiving,Yes,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,No,Start,Yes,No,Me,Yes,No,Yes,Yes,Yes,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,Yes,Supportive,No,PC,No,Cautious,Yes,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,No,No,No,No,Yes,No,Yes,Yes,No,Yes,101
1618,1981,Female,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Republican,1,,Yes,No,,,,,,Yes,No,,Yes,,,Art,,,,Yes,,Giving,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,,,,,No,,,,,,,,Supportive,No,Mac,No,Risk-friendly,No,,,,,,,,,Yes,,,No,Yes,No,,,No,Yes,,,,Yes,,,,,No,Yes,Yes,Check!,No,No,,Yes,Yes,Yes,,,Yes,,35
1620,1998,Female,"$75,000 - $100,000",Single (no kids),Current K-12,Republican,0,,,,,,,,,,,,,,,,,,,,,,,No,,No,Yes,Hot headed,Standard hours,Yes,Happy,No,Yes,No,Yes,P.M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mom,,Yes,Yes,Yes,Nope,Yes,No,No,Yes,No,No,,,,No,24
1622,1996,Female,"under $25,000",Single (no kids),Current K-12,Other,1,,,,,,,,,,,,,,,,,,,,,,,Yes,Idealist,No,No,Cool headed,Standard hours,No,Right,No,No,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,Yes,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,No,Yes,No,,No,No,Yes,Yes,No,No,No,Own,Pessimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No,78
1624,1976,Male,"$75,000 - $100,000",Married (w/kids),High School Diploma,Independent,1,No,No,No,Yes,No,No,,No,Yes,No,No,Yes,No,Yes,Science,Try first,No,No,No,Yes,Giving,No,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,Yes,Mysterious,Yes,No,Talk,People,Yes,No,Yes,No,No,Supportive,Yes,,No,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Rent,Optimist,Mom,,Yes,Yes,Yes,,,,,,Yes,No,Yes,No,No,Yes,93
1625,1990,Female,"under $25,000",Married (w/kids),High School Diploma,Democrat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Demanding,No,PC,,,,,,,,,,No,Yes,Yes,Grrr people,No,No,Yes,Yes,No,No,No,No,,,,No,Rent,Pessimist,Mom,No,Yes,Yes,No,Nope,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,38
1631,1994,Male,"under $25,000",Single (no kids),High School Diploma,Republican,0,Yes,Yes,No,No,No,Yes,Public,No,No,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,Yes,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Me,Yes,Yes,Yes,Yes,Yes,TMI,No,No,Tunes,People,No,No,No,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Socialize,No,In-person,No,No,Yes,Yes,Yay people!,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Rent,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,101
1635,1985,Female,"over $150,000",Single (no kids),Bachelor's Degree,Independent,1,No,Yes,No,No,No,Yes,Private,No,Yes,Yes,Yes,Yes,Yes,Yes,Art,Try first,Yes,Yes,Yes,Yes,Giving,No,Yes,Idealist,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,Yes,Yes,TMI,Yes,Yes,Tunes,People,Yes,Yes,No,Yes,No,Demanding,Yes,Mac,No,Risk-friendly,Yes,Yes!,No,Socialize,Yes,In-person,No,No,Yes,Yes,Yay people!,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,101
1637,1963,Male,"$100,001 - $150,000",Domestic Partners (no kids),Bachelor's Degree,Republican,0,,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,Yes,Hot headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,No,Start,Yes,Yes,Circumstances,Yes,Yes,No,Yes,No,TMI,Yes,No,Talk,People,No,Yes,Yes,Yes,Yes,Supportive,Yes,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,Yes,No,No,Yes,Grrr people,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,100
1641,1990,Male,"under $25,000",Single (no kids),High School Diploma,Independent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Cool headed,Odd hours,,,,Yes,,,,,,,,,,,,,No,Mysterious,No,No,Talk,Technology,,Yes,Yes,No,No,,,,Yes,,No,,No,,No,In-person,No,,,,,,,,,Yes,No,No,,,,,,,Pessimist,Mom,,Yes,No,Yes,Nope,Yes,No,No,No,Yes,No,Yes,No,No,No,38
1642,1969,Male,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,Libertarian,1,Yes,No,No,Yes,No,No,Public,No,Yes,Yes,Yes,Yes,No,Yes,Science,Study first,Yes,No,Yes,No,Giving,Yes,No,Idealist,Yes,No,Hot headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,Yes,Me,Yes,No,No,Yes,No,TMI,Yes,No,Tunes,People,No,Yes,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,Online,No,No,Yes,Yes,Grrr people,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Rent,Optimist,Mom,Yes,Yes,No,Yes,Nope,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,101
1644,1969,Male,,Married (no kids),Master's Degree,Republican,1,Yes,No,No,Yes,Yes,No,Public,No,No,No,Yes,Yes,Yes,Yes,Art,Study first,No,No,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Circumstances,No,No,No,Yes,Yes,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Rent,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,101
1645,1936,Male,"$50,000 - $74,999",Married (no kids),Doctoral Degree,Independent,1,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,TMI,No,Yes,Tunes,Technology,,,,,,,No,Mac,Yes,Cautious,No,Yes!,No,Socialize,No,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,40
1646,1955,Female,"$75,000 - $100,000",Married (no kids),Master's Degree,Democrat,0,No,Yes,No,Yes,No,No,Public,No,No,No,No,No,Yes,Yes,Science,Study first,No,Yes,No,No,Receiving,Yes,No,Pragmatist,Yes,No,Hot headed,Standard hours,No,Happy,Yes,No,No,Yes,A.M.,Yes,,Yes,No,,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,No,Mac,Yes,Cautious,Yes,Umm...,No,Space,No,In-person,Yes,No,,Yes,Grrr people,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Own,Pessimist,Mom,No,Yes,No,No,Check!,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,98
1650,1947,Male,"$100,001 - $150,000",Married (w/kids),Doctoral Degree,Republican,0,,,,,,,,,,,,,,,,Study first,No,Yes,Yes,No,Giving,Yes,No,Pragmatist,Yes,Yes,Hot headed,,No,Happy,No,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Me,,,,,,,No,,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Supportive,Yes,PC,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,Own,Pessimist,,Yes,No,No,No,Check!,No,,,,,,,,,,49
1652,1980,Female,"$100,001 - $150,000",Married (no kids),Master's Degree,Republican,0,Yes,Yes,No,Yes,No,Yes,Public,Yes,Yes,No,No,Yes,Yes,Yes,Science,Study first,No,Yes,No,No,Receiving,No,No,Pragmatist,No,Yes,Hot headed,Standard hours,Yes,Right,No,No,Yes,Yes,A.M.,Yes,End,Yes,No,Circumstances,Yes,No,No,No,Yes,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,Yes,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,Yes,Online,Yes,No,Yes,No,Grrr people,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Own,Pessimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,Yes,No,No,Yes,No,No,No,101
1654,1970,Male,,Married (w/kids),,Republican,0,,Yes,No,Yes,Yes,Yes,Public,No,No,No,No,No,No,Yes,Science,Try first,No,No,No,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Odd hours,Yes,Happy,No,Yes,No,No,A.M.,Yes,Start,No,Yes,Circumstances,Yes,No,Yes,No,Yes,Mysterious,No,No,Talk,People,No,No,No,No,No,Supportive,Yes,PC,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,No,Yay people!,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Own,Optimist,Dad,,No,Yes,No,Nope,Yes,No,No,Yes,Yes,No,Only-child,No,No,Yes,99
1659,1979,Female,"$75,000 - $100,000",Married (w/kids),Current Undergraduate,Other,1,,,,,,,,,,,,,,,,Study first,No,No,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,,,,,,,,,,,,,Yes,Check!,No,No,No,Yes,,,,,,,23
1662,1974,Female,"under $25,000",Married (no kids),Bachelor's Degree,Other,0,,Yes,No,No,No,No,Public,No,Yes,No,,No,,Yes,Science,Study first,No,No,,No,Giving,Yes,No,,Yes,Yes,,,No,Happy,Yes,Yes,No,Yes,,Yes,End,Yes,Yes,Me,,,No,,No,,No,No,Tunes,Technology,No,,Yes,No,,,,,Yes,Cautious,,,No,Space,No,,Yes,,,,,,,,,,,No,Yes,No,Yes,No,No,Own,Optimist,,Yes,,,Yes,Nope,Yes,No,No,,,No,Only-child,,No,,64
1664,1976,Female,,Married (w/kids),Bachelor's Degree,,1,,,,,,,,,,,,,,,,,,,Yes,,Giving,Yes,No,,,No,Cool headed,Odd hours,No,Happy,Yes,Yes,,No,P.M.,Yes,Start,No,No,Circumstances,Yes,No,Yes,Yes,Yes,TMI,No,No,,,,,,No,Yes,Supportive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No,47
1665,1941,Male,"$25,001 - $50,000",Married (no kids),High School Diploma,Republican,0,No,No,,No,Yes,Yes,Private,No,No,No,,No,No,,Science,Try first,Yes,No,No,No,Giving,Yes,No,,No,No,Hot headed,,No,,Yes,Yes,No,,P.M.,No,End,Yes,Yes,Me,Yes,Yes,Yes,Yes,No,,Yes,,Tunes,Technology,No,,,,No,Demanding,No,PC,Yes,Cautious,,,No,,,In-person,Yes,No,,Yes,Yay people!,Yes,No,No,Yes,,No,No,No,Yes,No,No,No,Own,Pessimist,Mom,No,Yes,No,No,,Yes,,No,Yes,Yes,No,Yes,No,No,No,81
1666,1992,Male,"$25,001 - $50,000",Married (w/kids),High School Diploma,Republican,1,,Yes,Yes,Yes,Yes,Yes,Public,No,Yes,No,No,Yes,No,No,Science,Study first,Yes,Yes,Yes,No,Giving,No,No,Idealist,Yes,No,Hot headed,Odd hours,No,Happy,Yes,No,No,Yes,P.M.,Yes,Start,Yes,Yes,Me,Yes,No,Yes,No,No,TMI,Yes,No,Tunes,People,No,Yes,Yes,No,No,Demanding,Yes,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Rent,Pessimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No,100
1670,1986,Female,"$50,000 - $74,999",Single (no kids),Master's Degree,Independent,1,,No,No,Yes,,,,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,Yes,Hot headed,Standard hours,,Happy,No,,,,,Yes,Start,Yes,No,Me,Yes,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,No,Yes,,,,,Cautious,,,,,,,,No,Yes,,,Yes,,,Yes,Yes,Yes,,,,,,,,Pessimist,Dad,,Yes,No,Yes,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,66
1671,1943,Female,,Married (w/kids),,Democrat,1,No,Yes,No,No,Yes,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Me,Yes,No,No,No,Yes,Mysterious,Yes,No,Talk,People,No,Yes,Yes,Yes,No,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Socialize,No,In-person,No,Yes,No,Yes,Yay people!,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Own,Optimist,Dad,Yes,Yes,No,No,Check!,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,100
1672,1953,Male,"over $150,000",Married (no kids),,Republican,1,,No,No,No,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,No,No,No,Receiving,Yes,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,A.M.,No,Start,Yes,Yes,Circumstances,Yes,No,No,Yes,No,Mysterious,Yes,Yes,Tunes,Technology,No,Yes,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,No,In-person,No,No,Yes,No,Yay people!,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Own,Optimist,Dad,Yes,No,No,No,Check!,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,100
1673,1985,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Independent,1,No,No,No,No,Yes,No,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,No,Yes,,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,End,Yes,No,Circumstances,No,No,Yes,No,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Own,Pessimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,No,Yes,No,Yes,Yes,No,No,100
1674,1984,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Democrat,0,,Yes,No,Yes,Yes,No,Public,Yes,Yes,No,No,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,No,Idealist,Yes,No,Hot headed,Standard hours,Yes,Right,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,No,TMI,Yes,Yes,Tunes,Technology,No,Yes,Yes,Yes,Yes,Demanding,Yes,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,,Yes,Yes,No,No,99
1675,1982,Male,"$50,000 - $74,999",Single (no kids),Master's Degree,Independent,0,No,No,No,No,No,No,Public,No,Yes,Yes,Yes,Yes,No,No,Art,Try first,Yes,Yes,Yes,No,Receiving,No,No,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,No,Me,No,Yes,Yes,Yes,No,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,Online,No,Yes,Yes,No,Grrr people,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Rent,Pessimist,Mom,No,Yes,No,Yes,Check!,No,No,No,Yes,Yes,No,Only-child,No,No,Yes,101
1676,1991,Male,"under $25,000",Single (no kids),Current Undergraduate,Independent,1,Yes,Yes,Yes,No,Yes,No,Public,Yes,Yes,No,Yes,No,Yes,Yes,Art,Study first,Yes,No,No,Yes,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,Yes,No,No,TMI,No,Yes,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,Mac,No,Cautious,No,Umm...,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Own,Pessimist,Dad,No,No,Yes,Yes,,Yes,Yes,Yes,Yes,No,No,,,,No,97
1677,NA,Female,,Married (w/kids),Bachelor's Degree,Democrat,1,No,Yes,No,No,No,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,No,No,No,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Right,Yes,Yes,Yes,No,P.M.,No,Start,Yes,No,Circumstances,Yes,Yes,Yes,No,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Risk-friendly,Yes,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,101
1679,1984,Female,,Single (no kids),Current Undergraduate,Independent,0,No,No,No,,Yes,Yes,Public,,No,No,Yes,No,No,Yes,,,Yes,No,Yes,No,Giving,Yes,Yes,,,No,Cool headed,Standard hours,No,,,Yes,No,,P.M.,Yes,,,No,Me,,Yes,Yes,Yes,Yes,,No,,Talk,Technology,,,,No,No,Supportive,No,PC,,Cautious,Yes,,No,Space,Yes,Online,No,No,,Yes,,No,No,,Yes,,Yes,No,No,Yes,No,Yes,No,Rent,,,No,Yes,,,,Yes,Yes,No,No,,No,Only-child,No,,,70
1681,1979,Male,"$25,001 - $50,000",Single (w/kids),High School Diploma,Independent,0,No,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Try first,No,No,No,No,Receiving,No,No,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,P.M.,No,Start,Yes,No,Me,Yes,Yes,No,No,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,No,Demanding,No,Mac,No,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Rent,Optimist,Dad,No,No,No,No,Nope,Yes,No,No,Yes,No,No,Yes,No,No,Yes,101
1682,1984,Female,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Republican,0,Yes,Yes,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Try first,Yes,Yes,No,Yes,Giving,Yes,Yes,Pragmatist,No,Yes,,,Yes,Right,No,Yes,No,Yes,A.M.,,End,Yes,No,Me,,,No,,Yes,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,No,No,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Rent,Optimist,Dad,No,Yes,Yes,,Check!,Yes,No,Yes,No,Yes,No,Yes,No,No,No,94
1683,1963,Female,"$75,000 - $100,000",Single (no kids),Current Undergraduate,Democrat,1,,,,,,,,,Yes,No,No,No,Yes,Yes,Art,Study first,Yes,Yes,No,No,Receiving,No,Yes,Idealist,Yes,,Cool headed,Odd hours,No,Happy,No,Yes,Yes,No,P.M.,,Start,Yes,No,Me,Yes,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,Technology,,Yes,No,,No,,,PC,Yes,Cautious,No,Umm...,No,Space,No,Online,Yes,Yes,Yes,No,Yay people!,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Own,Optimist,,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,86
1685,1980,Female,"$50,000 - $74,999",Married (w/kids),Master's Degree,Democrat,1,,,,,,,,,,,,,,,,,,,,,,Yes,No,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,,,,,,,,,No,No,Yes,Yes,No,TMI,No,No,Talk,Technology,,No,Yes,Yes,Yes,Supportive,Yes,Mac,No,Risk-friendly,Yes,Yes!,No,Space,Yes,Online,Yes,Yes,,,,Yes,Yes,Yes,,,No,,,,,,Yes,Own,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,Yes,,Yes,Yes,No,No,Yes,60
1686,1951,Female,,Married (w/kids),,Independent,0,,,,,,,,,,,,,,,,,,,,,,Yes,,Pragmatist,No,Yes,,,,,,,,,,,,,,,,,Yes,,Yes,Mysterious,No,Yes,Talk,Technology,Yes,,,,,,,Mac,,,,,,,,Online,Yes,No,Yes,Yes,Yay people!,No,No,Yes,Yes,No,No,Yes,,,,,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,No,,,,,Yes,Yes,No,Yes,Yes,41
1687,1973,Female,"$50,000 - $74,999",Single (no kids),Master's Degree,Independent,1,No,No,No,Yes,No,No,Public,Yes,No,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Happy,Yes,No,No,No,P.M.,Yes,End,No,No,Circumstances,No,Yes,No,No,No,Mysterious,No,Yes,Tunes,People,Yes,No,Yes,No,Yes,Supportive,Yes,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,Yes,No,Yes,No,Grrr people,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Own,Pessimist,Mom,No,No,No,No,Check!,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,101
